PlateID,CellLine,Replicate,PlateLayout,control,treatment,ks_stat,ks_pval,ks_qval,is_significant_0.05,is_significant_0.1
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-365a-3p,0.050855233110987275,0.005353899546198171,0.008660412889928066,True,True
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-367-3p,0.05308642619241766,0.003981186960639546,0.006824891932524935,True,True
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-369-3p,0.0740451843260953,1.922560737415706e-05,5.165088548281001e-05,True,True
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-369-5p,0.05771115388114911,0.001463676264586697,0.0026346172762560546,True,True
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-375,0.04618765040881301,0.013110014537633058,0.019185387128243497,False,True
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-377-3p,0.19916517302851844,1.165139869683408e-26,6.990839218100449e-25,True,True
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-378a-5p,0.07359043488453876,0.004229490273264565,0.007182153294222847,True,True
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-379-5p,0.0793756358437131,3.9930099663899635e-06,1.1979029899169891e-05,True,True
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-381-3p,0.0989733380695153,8.637303098610441e-09,5.3610846818961356e-08,True,True
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-382-5p,0.06735174403021849,9.837309953461197e-05,0.0002459327488365299,True,True
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-410-3p,0.03060146414381737,0.14572472410020104,0.17843843767371556,False,False
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-423-5p,0.012951018773765033,0.7050413677000911,0.7465143893295082,False,False
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-431-5p,0.04163259521972018,0.04223261129107981,0.05589610317937034,False,False
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-433-3p,0.05860152332600066,0.001100547780620918,0.002042253613523353,True,True
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-433-5p,0.06388691979445449,0.00027003677350393796,0.0005924276320333224,True,True
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-448,0.00998125472503808,0.8013423674293015,0.8337666250709496,False,False
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-449a,0.15243226998082626,2.7724535063365765e-14,2.9355390067093165e-13,True,True
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-451a,0.12023540150582279,5.7834502231961324e-08,3.2780654406356054e-07,True,True
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-455-5p,0.14497265101673362,8.712380127182612e-19,2.240326318418386e-17,True,True
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-484,0.05540463554769115,0.007459007285684223,0.011475395824129573,True,True
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-485-5p,0.06825007376747683,0.010376446221258124,0.015436035701045141,False,True
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-486-5p,0.06352388022766642,0.0006271474339749171,0.0012775126142684685,True,True
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-490-3p,0.08097537622546469,1.4237142257362509e-05,3.8828569792806845e-05,True,True
12492,C2C12,1,P1,control_neg_mimic,hsa-miR-708-5p,0.13486018312298936,2.1662283603492303e-15,2.785150749020439e-14,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-24-1-5p,0.03158754752784872,0.17554799909226376,0.2092625154742217,False,False
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-31-5p,0.08490137474175008,6.134392373401525e-06,1.81014856920045e-05,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-92a-3p,0.04206185491699016,0.02663178673889142,0.036316072825761034,False,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-151-3p,0.04456612300340723,0.016403308770902503,0.0233649191898479,False,True
