plate,organism,plate_number,well,row,col,content,treatment,ttype
human_11,human,11,M03,M,3,hsa-miR-665,hsa-miR-665,treatment
human_11,human,11,M04,M,4,hsa-miR-665,hsa-miR-665,treatment
human_11,human,11,M05,M,5,hsa-miR-96-3p,hsa-miR-96-3p,treatment
human_11,human,11,M06,M,6,hsa-miR-96-3p,hsa-miR-96-3p,treatment
human_11,human,11,M07,M,7,hsa-miR-422a,hsa-miR-422a,treatment
human_11,human,11,M08,M,8,hsa-miR-422a,hsa-miR-422a,treatment
human_11,human,11,M09,M,9,hsa-miR-367-5p,hsa-miR-367-5p,treatment
human_11,human,11,M10,M,10,hsa-miR-367-5p,hsa-miR-367-5p,treatment
human_11,human,11,M11,M,11,hsa-miR-302a-5p,hsa-miR-302a-5p,treatment
human_11,human,11,M12,M,12,hsa-miR-302a-5p,hsa-miR-302a-5p,treatment
human_11,human,11,M13,M,13,hsa-miR-625-5p,hsa-miR-625-5p,treatment
human_11,human,11,M14,M,14,hsa-miR-625-5p,hsa-miR-625-5p,treatment
human_11,human,11,M15,M,15,hsa-miR-26b-3p,hsa-miR-26b-3p,treatment
human_11,human,11,M16,M,16,hsa-miR-26b-3p,hsa-miR-26b-3p,treatment
human_11,human,11,M17,M,17,hsa-miR-298,hsa-miR-298,treatment
human_11,human,11,M18,M,18,hsa-miR-298,hsa-miR-298,treatment
human_11,human,11,M19,M,19,hsa-let-7c-3p,hsa-let-7c-3p,treatment
human_11,human,11,M20,M,20,hsa-let-7c-3p,hsa-let-7c-3p,treatment
human_11,human,11,M21,M,21,hsa-miR-32-5p,hsa-miR-32-5p,treatment
human_11,human,11,M22,M,22,hsa-miR-32-5p,hsa-miR-32-5p,treatment
human_11,human,11,M23,M,23,Tr Reagent + Rotenone 0.005uM,control_tr_rotenone,tr_rotenone
human_11,human,11,M24,M,24,Tr Reagent + Rotenone 0.005uM,control_tr_rotenone,tr_rotenone
human_11,human,11,N01,N,1,hsa-miR-337-3p,hsa-miR-337-3p,treatment
human_11,human,11,N02,N,2,hsa-miR-337-3p,hsa-miR-337-3p,treatment
human_11,human,11,N03,N,3,hsa-miR-593-3p,hsa-miR-593-3p,treatment
human_11,human,11,N04,N,4,hsa-miR-593-3p,hsa-miR-593-3p,treatment
human_11,human,11,N05,N,5,hsa-miR-100-3p,hsa-miR-100-3p,treatment
human_11,human,11,N06,N,6,hsa-miR-100-3p,hsa-miR-100-3p,treatment
human_11,human,11,N07,N,7,hsa-miR-155-5p,hsa-miR-155-5p,treatment
human_11,human,11,N08,N,8,hsa-miR-155-5p,hsa-miR-155-5p,treatment
human_11,human,11,N09,N,9,hsa-miR-194-3p,hsa-miR-194-3p,treatment
human_11,human,11,N10,N,10,hsa-miR-194-3p,hsa-miR-194-3p,treatment
human_11,human,11,N11,N,11,hsa-miR-221-5p,hsa-miR-221-5p,treatment
human_11,human,11,N12,N,12,hsa-miR-221-5p,hsa-miR-221-5p,treatment
human_11,human,11,N13,N,13,hsa-miR-875-3p,hsa-miR-875-3p,treatment
human_11,human,11,N14,N,14,hsa-miR-875-3p,hsa-miR-875-3p,treatment
human_11,human,11,N15,N,15,hsa-miR-483-5p,hsa-miR-483-5p,treatment
human_11,human,11,N16,N,16,hsa-miR-483-5p,hsa-miR-483-5p,treatment
human_11,human,11,N17,N,17,hsa-miR-155-3p,hsa-miR-155-3p,treatment
human_11,human,11,N18,N,18,hsa-miR-155-3p,hsa-miR-155-3p,treatment
human_11,human,11,N19,N,19,hsa-miR-424-3p,hsa-miR-424-3p,treatment
human_11,human,11,N20,N,20,hsa-miR-424-3p,hsa-miR-424-3p,treatment
human_11,human,11,N21,N,21,hsa-miR-30c-2-3p,hsa-miR-30c-2-3p,treatment
human_11,human,11,N22,N,22,hsa-miR-30c-2-3p,hsa-miR-30c-2-3p,treatment
human_11,human,11,N23,N,23,Tr Reagent + Rotenone 0.005uM,control_tr_rotenone,tr_rotenone
human_11,human,11,N24,N,24,Tr Reagent + Rotenone 0.005uM,control_tr_rotenone,tr_rotenone
human_11,human,11,O01,O,1,hsa-miR-222-5p,hsa-miR-222-5p,treatment
human_11,human,11,O02,O,2,hsa-miR-222-5p,hsa-miR-222-5p,treatment
human_11,human,11,O03,O,3,hsa-miR-181c-3p,hsa-miR-181c-3p,treatment
human_11,human,11,O04,O,4,hsa-miR-181c-3p,hsa-miR-181c-3p,treatment
human_11,human,11,O05,O,5,hsa-miR-508-5p,hsa-miR-508-5p,treatment
human_11,human,11,O06,O,6,hsa-miR-508-5p,hsa-miR-508-5p,treatment
human_11,human,11,O07,O,7,hsa-miR-892a,hsa-miR-892a,treatment
human_11,human,11,O08,O,8,hsa-miR-892a,hsa-miR-892a,treatment
human_11,human,11,O09,O,9,hsa-miR-18b-3p,hsa-miR-18b-3p,treatment
human_11,human,11,O10,O,10,hsa-miR-18b-3p,hsa-miR-18b-3p,treatment
human_11,human,11,O11,O,11,hsa-miR-202-5p,hsa-miR-202-5p,treatment
human_11,human,11,O12,O,12,hsa-miR-202-5p,hsa-miR-202-5p,treatment
human_11,human,11,O13,O,13,hsa-miR-185-3p,hsa-miR-185-3p,treatment
human_11,human,11,O14,O,14,hsa-miR-185-3p,hsa-miR-185-3p,treatment
human_11,human,11,O15,O,15,hsa-miR-652-3p,hsa-miR-652-3p,treatment
human_11,human,11,O16,O,16,hsa-miR-652-3p,hsa-miR-652-3p,treatment
human_11,human,11,O17,O,17,hsa-miR-374a-3p,hsa-miR-374a-3p,treatment
human_11,human,11,O18,O,18,hsa-miR-374a-3p,hsa-miR-374a-3p,treatment
human_11,human,11,O19,O,19,hsa-miR-526b-5p,hsa-miR-526b-5p,treatment
human_11,human,11,O20,O,20,hsa-miR-526b-5p,hsa-miR-526b-5p,treatment
human_11,human,11,O21,O,21,hsa-miR-516a-5p,hsa-miR-516a-5p,treatment
human_11,human,11,O22,O,22,hsa-miR-516a-5p,hsa-miR-516a-5p,treatment
human_11,human,11,O23,O,23,Tr Reagent + DMSO,control_tr_dmso,tr_dmso
human_11,human,11,O24,O,24,Tr Reagent + DMSO,control_tr_dmso,tr_dmso
human_11,human,11,P01,P,1,hsa-miR-520c-3p,hsa-miR-520c-3p,treatment
human_11,human,11,P02,P,2,hsa-miR-520c-3p,hsa-miR-520c-3p,treatment
human_11,human,11,P03,P,3,hsa-miR-550a-5p,hsa-miR-550a-5p,treatment
human_11,human,11,P04,P,4,hsa-miR-550a-5p,hsa-miR-550a-5p,treatment
human_11,human,11,P05,P,5,hsa-miR-193b-5p,hsa-miR-193b-5p,treatment
human_11,human,11,P06,P,6,hsa-miR-193b-5p,hsa-miR-193b-5p,treatment
human_11,human,11,P07,P,7,hsa-miR-200c-5p,hsa-miR-200c-5p,treatment
human_11,human,11,P08,P,8,hsa-miR-200c-5p,hsa-miR-200c-5p,treatment
human_11,human,11,P09,P,9,hsa-miR-26a-1-3p,hsa-miR-26a-1-3p,treatment
human_11,human,11,P10,P,10,hsa-miR-26a-1-3p,hsa-miR-26a-1-3p,treatment
human_11,human,11,P11,P,11,hsa-miR-493-3p,hsa-miR-493-3p,treatment
human_11,human,11,P12,P,12,hsa-miR-493-3p,hsa-miR-493-3p,treatment
human_11,human,11,P13,P,13,hsa-miR-760,hsa-miR-760,treatment
human_11,human,11,P14,P,14,hsa-miR-760,hsa-miR-760,treatment
human_11,human,11,P15,P,15,hsa-miR-505-3p,hsa-miR-505-3p,treatment
human_11,human,11,P16,P,16,hsa-miR-505-3p,hsa-miR-505-3p,treatment
human_11,human,11,P17,P,17,hsa-let-7i-3p,hsa-let-7i-3p,treatment
human_11,human,11,P18,P,18,hsa-let-7i-3p,hsa-let-7i-3p,treatment
human_11,human,11,P19,P,19,hsa-miR-149-5p,hsa-miR-149-5p,treatment
human_11,human,11,P20,P,20,hsa-miR-149-5p,hsa-miR-149-5p,treatment
human_11,human,11,P21,P,21,hsa-miR-516b-5p,hsa-miR-516b-5p,treatment
human_11,human,11,P22,P,22,hsa-miR-516b-5p,hsa-miR-516b-5p,treatment
human_11,human,11,P23,P,23,Tr Reagent + DMSO,control_tr_dmso,tr_dmso
human_11,human,11,P24,P,24,Tr Reagent + DMSO,control_tr_dmso,tr_dmso
human_12,human,12,A01,A,1,hsa-miR-20b-5p,hsa-miR-20b-5p,treatment
human_12,human,12,A02,A,2,hsa-miR-20b-5p,hsa-miR-20b-5p,treatment
human_12,human,12,A03,A,3,hsa-miR-301a-3p,hsa-miR-301a-3p,treatment
human_12,human,12,A04,A,4,hsa-miR-301a-3p,hsa-miR-301a-3p,treatment
human_12,human,12,A05,A,5,hsa-miR-30b-5p,hsa-miR-30b-5p,treatment
human_12,human,12,A06,A,6,hsa-miR-30b-5p,hsa-miR-30b-5p,treatment
human_12,human,12,A07,A,7,hsa-miR-200a-3p,hsa-miR-200a-3p,treatment
human_12,human,12,A08,A,8,hsa-miR-200a-3p,hsa-miR-200a-3p,treatment
human_12,human,12,A09,A,9,hsa-miR-205-5p,hsa-miR-205-5p,treatment
human_12,human,12,A10,A,10,hsa-miR-205-5p,hsa-miR-205-5p,treatment
human_12,human,12,A11,A,11,hsa-miR-373-3p,hsa-miR-373-3p,treatment
human_12,human,12,A12,A,12,hsa-miR-373-3p,hsa-miR-373-3p,treatment
human_12,human,12,A13,A,13,hsa-miR-376a-3p,hsa-miR-376a-3p,treatment
human_12,human,12,A14,A,14,hsa-miR-376a-3p,hsa-miR-376a-3p,treatment
human_12,human,12,A15,A,15,hsa-miR-34c-5p,hsa-miR-34c-5p,treatment
human_12,human,12,A16,A,16,hsa-miR-34c-5p,hsa-miR-34c-5p,treatment
human_12,human,12,A17,A,17,hsa-miR-144-3p,hsa-miR-144-3p,treatment
human_12,human,12,A18,A,18,hsa-miR-144-3p,hsa-miR-144-3p,treatment
human_12,human,12,A19,A,19,hsa-miR-30a-5p,hsa-miR-30a-5p,treatment
human_12,human,12,A20,A,20,hsa-miR-30a-5p,hsa-miR-30a-5p,treatment
human_12,human,12,A21,A,21,hsa-miR-190a-5p,hsa-miR-190a-5p,treatment
human_12,human,12,A22,A,22,hsa-miR-190a-5p,hsa-miR-190a-5p,treatment
human_12,human,12,A23,A,23,Cell Death siRNA,control_cell_death,cell_death
human_12,human,12,A24,A,24,Cell Death siRNA,control_cell_death,cell_death
human_12,human,12,B01,B,1,hsa-miR-204-5p,hsa-miR-204-5p,treatment
human_12,human,12,B02,B,2,hsa-miR-204-5p,hsa-miR-204-5p,treatment
human_12,human,12,B03,B,3,hsa-miR-498,hsa-miR-498,treatment
human_12,human,12,B04,B,4,hsa-miR-498,hsa-miR-498,treatment
human_12,human,12,B05,B,5,hsa-miR-135a-5p,hsa-miR-135a-5p,treatment
human_12,human,12,B06,B,6,hsa-miR-135a-5p,hsa-miR-135a-5p,treatment
human_12,human,12,B07,B,7,hsa-miR-365a-3p,hsa-miR-365a-3p,treatment
human_12,human,12,B08,B,8,hsa-miR-365a-3p,hsa-miR-365a-3p,treatment
human_12,human,12,B09,B,9,hsa-miR-455-3p,hsa-miR-455-3p,treatment
human_12,human,12,B10,B,10,hsa-miR-455-3p,hsa-miR-455-3p,treatment
human_12,human,12,B11,B,11,hsa-miR-219a-2-3p,hsa-miR-219a-2-3p,treatment
human_12,human,12,B12,B,12,hsa-miR-219a-2-3p,hsa-miR-219a-2-3p,treatment
human_12,human,12,B13,B,13,hsa-miR-708-5p,hsa-miR-708-5p,treatment
human_12,human,12,B14,B,14,hsa-miR-708-5p,hsa-miR-708-5p,treatment
human_12,human,12,B15,B,15,hsa-miR-423-5p,hsa-miR-423-5p,treatment
human_12,human,12,B16,B,16,hsa-miR-423-5p,hsa-miR-423-5p,treatment
human_12,human,12,B17,B,17,hsa-let-7a-2-3p,hsa-let-7a-2-3p,treatment
human_12,human,12,B18,B,18,hsa-let-7a-2-3p,hsa-let-7a-2-3p,treatment
human_12,human,12,B19,B,19,hsa-miR-331-5p,hsa-miR-331-5p,treatment
human_12,human,12,B20,B,20,hsa-miR-331-5p,hsa-miR-331-5p,treatment
human_12,human,12,B21,B,21,hsa-miR-450a-5p,hsa-miR-450a-5p,treatment
human_12,human,12,B22,B,22,hsa-miR-450a-5p,hsa-miR-450a-5p,treatment
human_12,human,12,B23,B,23,Cell Death siRNA,control_cell_death,cell_death
human_12,human,12,B24,B,24,Cell Death siRNA,control_cell_death,cell_death
human_12,human,12,C01,C,1,hsa-miR-660-5p,hsa-miR-660-5p,treatment
human_12,human,12,C02,C,2,hsa-miR-660-5p,hsa-miR-660-5p,treatment
human_12,human,12,C03,C,3,hsa-miR-382-3p,hsa-miR-382-3p,treatment
human_12,human,12,C04,C,4,hsa-miR-382-3p,hsa-miR-382-3p,treatment
human_12,human,12,C05,C,5,hsa-miR-539-5p,hsa-miR-539-5p,treatment
human_12,human,12,C06,C,6,hsa-miR-539-5p,hsa-miR-539-5p,treatment
human_12,human,12,C07,C,7,hsa-miR-542-3p,hsa-miR-542-3p,treatment
human_12,human,12,C08,C,8,hsa-miR-542-3p,hsa-miR-542-3p,treatment
human_12,human,12,C09,C,9,hsa-miR-363-5p,hsa-miR-363-5p,treatment
human_12,human,12,C10,C,10,hsa-miR-363-5p,hsa-miR-363-5p,treatment
human_12,human,12,C11,C,11,hsa-miR-649,hsa-miR-649,treatment
human_12,human,12,C12,C,12,hsa-miR-649,hsa-miR-649,treatment
human_12,human,12,C13,C,13,hsa-miR-648,hsa-miR-648,treatment
human_12,human,12,C14,C,14,hsa-miR-648,hsa-miR-648,treatment
human_12,human,12,C15,C,15,hsa-miR-222-3p,hsa-miR-222-3p,treatment
human_12,human,12,C16,C,16,hsa-miR-222-3p,hsa-miR-222-3p,treatment
human_12,human,12,C17,C,17,hsa-miR-646,hsa-miR-646,treatment
human_12,human,12,C18,C,18,hsa-miR-646,hsa-miR-646,treatment
human_12,human,12,C19,C,19,hsa-miR-619-3p,hsa-miR-619-3p,treatment
human_12,human,12,C20,C,20,hsa-miR-619-3p,hsa-miR-619-3p,treatment
human_12,human,12,C21,C,21,hsa-miR-590-5p,hsa-miR-590-5p,treatment
human_12,human,12,C22,C,22,hsa-miR-590-5p,hsa-miR-590-5p,treatment
human_12,human,12,C23,C,23,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_12,human,12,C24,C,24,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_12,human,12,D01,D,1,hsa-miR-562,hsa-miR-562,treatment
human_12,human,12,D02,D,2,hsa-miR-562,hsa-miR-562,treatment
human_12,human,12,D03,D,3,hsa-miR-551a,hsa-miR-551a,treatment
human_12,human,12,D04,D,4,hsa-miR-551a,hsa-miR-551a,treatment
human_12,human,12,D05,D,5,hsa-miR-151a-3p,hsa-miR-151a-3p,treatment
human_12,human,12,D06,D,6,hsa-miR-151a-3p,hsa-miR-151a-3p,treatment
human_12,human,12,D07,D,7,hsa-miR-101-3p,hsa-miR-101-3p,treatment
human_12,human,12,D08,D,8,hsa-miR-101-3p,hsa-miR-101-3p,treatment
human_12,human,12,D09,D,9,hsa-miR-563,hsa-miR-563,treatment
human_12,human,12,D10,D,10,hsa-miR-563,hsa-miR-563,treatment
human_12,human,12,D11,D,11,hsa-miR-557,hsa-miR-557,treatment
human_12,human,12,D12,D,12,hsa-miR-557,hsa-miR-557,treatment
human_12,human,12,D13,D,13,hsa-miR-586,hsa-miR-586,treatment
human_12,human,12,D14,D,14,hsa-miR-586,hsa-miR-586,treatment
human_12,human,12,D15,D,15,hsa-miR-661,hsa-miR-661,treatment
human_12,human,12,D16,D,16,hsa-miR-661,hsa-miR-661,treatment
human_12,human,12,D17,D,17,hsa-miR-588,hsa-miR-588,treatment
human_12,human,12,D18,D,18,hsa-miR-588,hsa-miR-588,treatment
human_12,human,12,D19,D,19,hsa-miR-618,hsa-miR-618,treatment
human_12,human,12,D20,D,20,hsa-miR-618,hsa-miR-618,treatment
human_12,human,12,D21,D,21,hsa-miR-548a-3p,hsa-miR-548a-3p,treatment
human_12,human,12,D22,D,22,hsa-miR-548a-3p,hsa-miR-548a-3p,treatment
human_12,human,12,D23,D,23,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_12,human,12,D24,D,24,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_12,human,12,E01,E,1,hsa-miR-599,hsa-miR-599,treatment
human_12,human,12,E02,E,2,hsa-miR-599,hsa-miR-599,treatment
human_12,human,12,E03,E,3,hsa-miR-31-5p,hsa-miR-31-5p,treatment
human_12,human,12,E04,E,4,hsa-miR-31-5p,hsa-miR-31-5p,treatment
human_12,human,12,E05,E,5,hsa-miR-572,hsa-miR-572,treatment
human_12,human,12,E06,E,6,hsa-miR-572,hsa-miR-572,treatment
human_12,human,12,E07,E,7,hsa-miR-558,hsa-miR-558,treatment
human_12,human,12,E08,E,8,hsa-miR-558,hsa-miR-558,treatment
human_12,human,12,E09,E,9,hsa-miR-133a-5p,hsa-miR-133a-5p,treatment
human_12,human,12,E10,E,10,hsa-miR-133a-5p,hsa-miR-133a-5p,treatment
human_12,human,12,E11,E,11,hsa-miR-145-5p,hsa-miR-145-5p,treatment
human_12,human,12,E12,E,12,hsa-miR-145-5p,hsa-miR-145-5p,treatment
human_12,human,12,E13,E,13,hsa-miR-548d-3p,hsa-miR-548d-3p,treatment
human_12,human,12,E14,E,14,hsa-miR-548d-3p,hsa-miR-548d-3p,treatment
human_12,human,12,E15,E,15,hsa-miR-610,hsa-miR-610,treatment
human_12,human,12,E16,E,16,hsa-miR-610,hsa-miR-610,treatment
human_12,human,12,E17,E,17,hsa-miR-559,hsa-miR-559,treatment
human_12,human,12,E18,E,18,hsa-miR-559,hsa-miR-559,treatment
human_12,human,12,E19,E,19,hsa-miR-575,hsa-miR-575,treatment
human_12,human,12,E20,E,20,hsa-miR-575,hsa-miR-575,treatment
human_12,human,12,E21,E,21,hsa-miR-600,hsa-miR-600,treatment
human_12,human,12,E22,E,22,hsa-miR-600,hsa-miR-600,treatment
human_12,human,12,E23,E,23,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_12,human,12,E24,E,24,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_12,human,12,F01,F,1,hsa-miR-449b-5p,hsa-miR-449b-5p,treatment
human_12,human,12,F02,F,2,hsa-miR-449b-5p,hsa-miR-449b-5p,treatment
human_12,human,12,F03,F,3,hsa-miR-495-3p,hsa-miR-495-3p,treatment
human_12,human,12,F04,F,4,hsa-miR-495-3p,hsa-miR-495-3p,treatment
human_12,human,12,F05,F,5,hsa-miR-613,hsa-miR-613,treatment
human_12,human,12,F06,F,6,hsa-miR-613,hsa-miR-613,treatment
human_12,human,12,F07,F,7,hsa-miR-620,hsa-miR-620,treatment
human_12,human,12,F08,F,8,hsa-miR-620,hsa-miR-620,treatment
human_12,human,12,F09,F,9,hsa-miR-634,hsa-miR-634,treatment
human_12,human,12,F10,F,10,hsa-miR-634,hsa-miR-634,treatment
human_12,human,12,F11,F,11,hsa-miR-606,hsa-miR-606,treatment
human_12,human,12,F12,F,12,hsa-miR-606,hsa-miR-606,treatment
human_12,human,12,F13,F,13,hsa-miR-573,hsa-miR-573,treatment
human_12,human,12,F14,F,14,hsa-miR-573,hsa-miR-573,treatment
human_12,human,12,F15,F,15,hsa-miR-658,hsa-miR-658,treatment
human_12,human,12,F16,F,16,hsa-miR-658,hsa-miR-658,treatment
human_12,human,12,F17,F,17,hsa-miR-630,hsa-miR-630,treatment
human_12,human,12,F18,F,18,hsa-miR-630,hsa-miR-630,treatment
human_12,human,12,F19,F,19,hsa-miR-585-3p,hsa-miR-585-3p,treatment
human_12,human,12,F20,F,20,hsa-miR-585-3p,hsa-miR-585-3p,treatment
human_12,human,12,F21,F,21,hsa-miR-647,hsa-miR-647,treatment
human_12,human,12,F22,F,22,hsa-miR-647,hsa-miR-647,treatment
human_12,human,12,F23,F,23,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_12,human,12,F24,F,24,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_12,human,12,G01,G,1,hsa-miR-425-5p,hsa-miR-425-5p,treatment
human_12,human,12,G02,G,2,hsa-miR-425-5p,hsa-miR-425-5p,treatment
human_12,human,12,G03,G,3,hsa-miR-659-3p,hsa-miR-659-3p,treatment
human_12,human,12,G04,G,4,hsa-miR-659-3p,hsa-miR-659-3p,treatment
human_12,human,12,G05,G,5,hsa-miR-617,hsa-miR-617,treatment
human_12,human,12,G06,G,6,hsa-miR-617,hsa-miR-617,treatment
human_12,human,12,G07,G,7,hsa-miR-638,hsa-miR-638,treatment
human_12,human,12,G08,G,8,hsa-miR-638,hsa-miR-638,treatment
human_12,human,12,G09,G,9,hsa-miR-650,hsa-miR-650,treatment
human_12,human,12,G10,G,10,hsa-miR-650,hsa-miR-650,treatment
human_12,human,12,G11,G,11,hsa-miR-596,hsa-miR-596,treatment
human_12,human,12,G12,G,12,hsa-miR-596,hsa-miR-596,treatment
human_12,human,12,G13,G,13,hsa-miR-629-3p,hsa-miR-629-3p,treatment
human_12,human,12,G14,G,14,hsa-miR-629-3p,hsa-miR-629-3p,treatment
human_12,human,12,G15,G,15,hsa-miR-609,hsa-miR-609,treatment
human_12,human,12,G16,G,16,hsa-miR-609,hsa-miR-609,treatment
human_12,human,12,G17,G,17,hsa-miR-627-5p,hsa-miR-627-5p,treatment
human_12,human,12,G18,G,18,hsa-miR-627-5p,hsa-miR-627-5p,treatment
human_12,human,12,G19,G,19,hsa-miR-645,hsa-miR-645,treatment
human_12,human,12,G20,G,20,hsa-miR-645,hsa-miR-645,treatment
human_12,human,12,G21,G,21,hsa-miR-640,hsa-miR-640,treatment
human_12,human,12,G22,G,22,hsa-miR-640,hsa-miR-640,treatment
human_12,human,12,G23,G,23,Cell Death siRNA,control_cell_death,cell_death
human_12,human,12,G24,G,24,Cell Death siRNA,control_cell_death,cell_death
human_12,human,12,H01,H,1,hsa-miR-583,hsa-miR-583,treatment
human_12,human,12,H02,H,2,hsa-miR-583,hsa-miR-583,treatment
human_12,human,12,H03,H,3,hsa-miR-555,hsa-miR-555,treatment
human_12,human,12,H04,H,4,hsa-miR-555,hsa-miR-555,treatment
human_12,human,12,H05,H,5,hsa-miR-616-5p,hsa-miR-616-5p,treatment
human_12,human,12,H06,H,6,hsa-miR-616-5p,hsa-miR-616-5p,treatment
human_12,human,12,H07,H,7,hsa-miR-549a,hsa-miR-549a,treatment
human_12,human,12,H08,H,8,hsa-miR-549a,hsa-miR-549a,treatment
human_12,human,12,H09,H,9,hsa-miR-581,hsa-miR-581,treatment
human_12,human,12,H10,H,10,hsa-miR-581,hsa-miR-581,treatment
human_12,human,12,H11,H,11,hsa-miR-662,hsa-miR-662,treatment
human_12,human,12,H12,H,12,hsa-miR-662,hsa-miR-662,treatment
human_12,human,12,H13,H,13,hsa-miR-551b-3p,hsa-miR-551b-3p,treatment
human_12,human,12,H14,H,14,hsa-miR-551b-3p,hsa-miR-551b-3p,treatment
human_12,human,12,H15,H,15,hsa-miR-633,hsa-miR-633,treatment
human_12,human,12,H16,H,16,hsa-miR-633,hsa-miR-633,treatment
human_12,human,12,H17,H,17,hsa-miR-644a,hsa-miR-644a,treatment
human_12,human,12,H18,H,18,hsa-miR-644a,hsa-miR-644a,treatment
human_12,human,12,H19,H,19,hsa-miR-578,hsa-miR-578,treatment
human_12,human,12,H20,H,20,hsa-miR-578,hsa-miR-578,treatment
human_12,human,12,H21,H,21,hsa-miR-569,hsa-miR-569,treatment
human_12,human,12,H22,H,22,hsa-miR-569,hsa-miR-569,treatment
human_12,human,12,H23,H,23,Cell Death siRNA,control_cell_death,cell_death
human_12,human,12,H24,H,24,Cell Death siRNA,control_cell_death,cell_death
human_12,human,12,I01,I,1,hsa-miR-191-5p,hsa-miR-191-5p,treatment
human_12,human,12,I02,I,2,hsa-miR-191-5p,hsa-miR-191-5p,treatment
human_12,human,12,I03,I,3,hsa-miR-615-3p,hsa-miR-615-3p,treatment
human_12,human,12,I04,I,4,hsa-miR-615-3p,hsa-miR-615-3p,treatment
human_12,human,12,I05,I,5,hsa-miR-128-3p,hsa-miR-128-3p,treatment
human_12,human,12,I06,I,6,hsa-miR-128-3p,hsa-miR-128-3p,treatment
human_12,human,12,I07,I,7,hsa-miR-22-5p,hsa-miR-22-5p,treatment
human_12,human,12,I08,I,8,hsa-miR-22-5p,hsa-miR-22-5p,treatment
human_12,human,12,I09,I,9,hsa-let-7g-5p,hsa-let-7g-5p,treatment
human_12,human,12,I10,I,10,hsa-let-7g-5p,hsa-let-7g-5p,treatment
human_12,human,12,I11,I,11,hsa-miR-199a-3p,hsa-miR-199a-3p,treatment
human_12,human,12,I12,I,12,hsa-miR-199a-3p,hsa-miR-199a-3p,treatment
human_12,human,12,I13,I,13,hsa-miR-496,hsa-miR-496,treatment
human_12,human,12,I14,I,14,hsa-miR-496,hsa-miR-496,treatment
human_12,human,12,I15,I,15,hsa-miR-769-3p,hsa-miR-769-3p,treatment
human_12,human,12,I16,I,16,hsa-miR-769-3p,hsa-miR-769-3p,treatment
human_12,human,12,I17,I,17,hsa-miR-766-3p,hsa-miR-766-3p,treatment
human_12,human,12,I18,I,18,hsa-miR-766-3p,hsa-miR-766-3p,treatment
human_12,human,12,I19,I,19,hsa-miR-761,hsa-miR-761,treatment
human_12,human,12,I20,I,20,hsa-miR-761,hsa-miR-761,treatment
human_12,human,12,I21,I,21,hsa-miR-765,hsa-miR-765,treatment
human_12,human,12,I22,I,22,hsa-miR-765,hsa-miR-765,treatment
human_12,human,12,I23,I,23,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_12,human,12,I24,I,24,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_12,human,12,J01,J,1,hsa-miR-454-5p,hsa-miR-454-5p,treatment
human_12,human,12,J02,J,2,hsa-miR-454-5p,hsa-miR-454-5p,treatment
human_12,human,12,J03,J,3,hsa-miR-758-3p,hsa-miR-758-3p,treatment
human_12,human,12,J04,J,4,hsa-miR-758-3p,hsa-miR-758-3p,treatment
human_12,human,12,J05,J,5,hsa-miR-675-5p,hsa-miR-675-5p,treatment
human_12,human,12,J06,J,6,hsa-miR-675-5p,hsa-miR-675-5p,treatment
human_12,human,12,J07,J,7,hsa-let-7a-3p,hsa-let-7a-3p,treatment
human_12,human,12,J08,J,8,hsa-let-7a-3p,hsa-let-7a-3p,treatment
human_12,human,12,J09,J,9,hsa-miR-526b-3p,hsa-miR-526b-3p,treatment
human_12,human,12,J10,J,10,hsa-miR-526b-3p,hsa-miR-526b-3p,treatment
human_12,human,12,J11,J,11,hsa-miR-938,hsa-miR-938,treatment
human_12,human,12,J12,J,12,hsa-miR-938,hsa-miR-938,treatment
human_12,human,12,J13,J,13,hsa-miR-376c-3p,hsa-miR-376c-3p,treatment
human_12,human,12,J14,J,14,hsa-miR-376c-3p,hsa-miR-376c-3p,treatment
human_12,human,12,J15,J,15,hsa-miR-18a-3p,hsa-miR-18a-3p,treatment
human_12,human,12,J16,J,16,hsa-miR-18a-3p,hsa-miR-18a-3p,treatment
human_12,human,12,J17,J,17,hsa-miR-944,hsa-miR-944,treatment
human_12,human,12,J18,J,18,hsa-miR-944,hsa-miR-944,treatment
human_12,human,12,J19,J,19,hsa-miR-130a-5p,hsa-miR-130a-5p,treatment
human_12,human,12,J20,J,20,hsa-miR-130a-5p,hsa-miR-130a-5p,treatment
human_12,human,12,J21,J,21,hsa-miR-891b,hsa-miR-891b,treatment
human_12,human,12,J22,J,22,hsa-miR-891b,hsa-miR-891b,treatment
human_12,human,12,J23,J,23,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_12,human,12,J24,J,24,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
