plate,organism,plate_number,well,row,col,content,treatment,ttype
human_1,human,1,A01,A,1,hsa-miR-194-5p,hsa-miR-194-5p,treatment
human_1,human,1,A02,A,2,hsa-miR-194-5p,hsa-miR-194-5p,treatment
human_1,human,1,A03,A,3,hsa-miR-133b,hsa-miR-133b,treatment
human_1,human,1,A04,A,4,hsa-miR-133b,hsa-miR-133b,treatment
human_1,human,1,A05,A,5,hsa-miR-328-3p,hsa-miR-328-3p,treatment
human_1,human,1,A06,A,6,hsa-miR-328-3p,hsa-miR-328-3p,treatment
human_1,human,1,A07,A,7,hsa-miR-7-5p,hsa-miR-7-5p,treatment
human_1,human,1,A08,A,8,hsa-miR-7-5p,hsa-miR-7-5p,treatment
human_1,human,1,A09,A,9,hsa-let-7a-5p,hsa-let-7a-5p,treatment
human_1,human,1,A10,A,10,hsa-let-7a-5p,hsa-let-7a-5p,treatment
human_1,human,1,A11,A,11,hsa-miR-20a-5p,hsa-miR-20a-5p,treatment
human_1,human,1,A12,A,12,hsa-miR-20a-5p,hsa-miR-20a-5p,treatment
human_1,human,1,A13,A,13,hsa-miR-520a-5p,hsa-miR-520a-5p,treatment
human_1,human,1,A14,A,14,hsa-miR-520a-5p,hsa-miR-520a-5p,treatment
human_1,human,1,A15,A,15,hsa-miR-196a-5p,hsa-miR-196a-5p,treatment
human_1,human,1,A16,A,16,hsa-miR-196a-5p,hsa-miR-196a-5p,treatment
human_1,human,1,A17,A,17,hsa-miR-412-3p,hsa-miR-412-3p,treatment
human_1,human,1,A18,A,18,hsa-miR-412-3p,hsa-miR-412-3p,treatment
human_1,human,1,A19,A,19,hsa-miR-302b-3p,hsa-miR-302b-3p,treatment
human_1,human,1,A20,A,20,hsa-miR-302b-3p,hsa-miR-302b-3p,treatment
human_1,human,1,A21,A,21,hsa-miR-361-5p,hsa-miR-361-5p,treatment
human_1,human,1,A22,A,22,hsa-miR-361-5p,hsa-miR-361-5p,treatment
human_1,human,1,A23,A,23,Cell Death siRNA,control_cell_death,cell_death
human_1,human,1,A24,A,24,Cell Death siRNA,control_cell_death,cell_death
human_1,human,1,B01,B,1,hsa-miR-431-5p,hsa-miR-431-5p,treatment
human_1,human,1,B02,B,2,hsa-miR-431-5p,hsa-miR-431-5p,treatment
human_1,human,1,B03,B,3,hsa-miR-29b-3p,hsa-miR-29b-3p,treatment
human_1,human,1,B04,B,4,hsa-miR-29b-3p,hsa-miR-29b-3p,treatment
human_1,human,1,B05,B,5,hsa-miR-518d-3p,hsa-miR-518d-3p,treatment
human_1,human,1,B06,B,6,hsa-miR-518d-3p,hsa-miR-518d-3p,treatment
human_1,human,1,B07,B,7,hsa-miR-500a-3p,hsa-miR-500a-3p,treatment
human_1,human,1,B08,B,8,hsa-miR-500a-3p,hsa-miR-500a-3p,treatment
human_1,human,1,B09,B,9,hsa-miR-512-3p,hsa-miR-512-3p,treatment
human_1,human,1,B10,B,10,hsa-miR-512-3p,hsa-miR-512-3p,treatment
human_1,human,1,B11,B,11,hsa-miR-125b-5p,hsa-miR-125b-5p,treatment
human_1,human,1,B12,B,12,hsa-miR-125b-5p,hsa-miR-125b-5p,treatment
human_1,human,1,B13,B,13,hsa-miR-203a-3p,hsa-miR-203a-3p,treatment
human_1,human,1,B14,B,14,hsa-miR-203a-3p,hsa-miR-203a-3p,treatment
human_1,human,1,B15,B,15,hsa-miR-132-3p,hsa-miR-132-3p,treatment
human_1,human,1,B16,B,16,hsa-miR-132-3p,hsa-miR-132-3p,treatment
human_1,human,1,B17,B,17,hsa-miR-297,hsa-miR-297,treatment
human_1,human,1,B18,B,18,hsa-miR-297,hsa-miR-297,treatment
human_1,human,1,B19,B,19,hsa-miR-100-5p,hsa-miR-100-5p,treatment
human_1,human,1,B20,B,20,hsa-miR-100-5p,hsa-miR-100-5p,treatment
human_1,human,1,B21,B,21,hsa-miR-380-5p,hsa-miR-380-5p,treatment
human_1,human,1,B22,B,22,hsa-miR-380-5p,hsa-miR-380-5p,treatment
human_1,human,1,B23,B,23,Cell Death siRNA,control_cell_death,cell_death
human_1,human,1,B24,B,24,Cell Death siRNA,control_cell_death,cell_death
human_1,human,1,C01,C,1,hsa-miR-140-5p,hsa-miR-140-5p,treatment
human_1,human,1,C02,C,2,hsa-miR-140-5p,hsa-miR-140-5p,treatment
human_1,human,1,C03,C,3,hsa-miR-184,hsa-miR-184,treatment
human_1,human,1,C04,C,4,hsa-miR-184,hsa-miR-184,treatment
human_1,human,1,C05,C,5,hsa-miR-147a,hsa-miR-147a,treatment
human_1,human,1,C06,C,6,hsa-miR-147a,hsa-miR-147a,treatment
human_1,human,1,C07,C,7,hsa-miR-492,hsa-miR-492,treatment
human_1,human,1,C08,C,8,hsa-miR-492,hsa-miR-492,treatment
human_1,human,1,C09,C,9,hsa-miR-511-5p,hsa-miR-511-5p,treatment
human_1,human,1,C10,C,10,hsa-miR-511-5p,hsa-miR-511-5p,treatment
human_1,human,1,C11,C,11,hsa-miR-488-5p,hsa-miR-488-5p,treatment
human_1,human,1,C12,C,12,hsa-miR-488-5p,hsa-miR-488-5p,treatment
human_1,human,1,C13,C,13,hsa-miR-26a-5p,hsa-miR-26a-5p,treatment
human_1,human,1,C14,C,14,hsa-miR-26a-5p,hsa-miR-26a-5p,treatment
human_1,human,1,C15,C,15,hsa-miR-324-5p,hsa-miR-324-5p,treatment
human_1,human,1,C16,C,16,hsa-miR-324-5p,hsa-miR-324-5p,treatment
human_1,human,1,C17,C,17,hsa-miR-1183,hsa-miR-1183,treatment
human_1,human,1,C18,C,18,hsa-miR-1183,hsa-miR-1183,treatment
human_1,human,1,C19,C,19,hsa-miR-1321,hsa-miR-1321,treatment
human_1,human,1,C20,C,20,hsa-miR-1321,hsa-miR-1321,treatment
human_1,human,1,C21,C,21,hsa-miR-1324,hsa-miR-1324,treatment
human_1,human,1,C22,C,22,hsa-miR-1324,hsa-miR-1324,treatment
human_1,human,1,C23,C,23,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_1,human,1,C24,C,24,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_1,human,1,D01,D,1,hsa-miR-1203,hsa-miR-1203,treatment
human_1,human,1,D02,D,2,hsa-miR-1203,hsa-miR-1203,treatment
human_1,human,1,D03,D,3,hsa-miR-1266-5p,hsa-miR-1266-5p,treatment
human_1,human,1,D04,D,4,hsa-miR-1266-5p,hsa-miR-1266-5p,treatment
human_1,human,1,D05,D,5,hsa-miR-1184,hsa-miR-1184,treatment
human_1,human,1,D06,D,6,hsa-miR-1184,hsa-miR-1184,treatment
human_1,human,1,D07,D,7,hsa-miR-1255b-5p,hsa-miR-1255b-5p,treatment
human_1,human,1,D08,D,8,hsa-miR-1255b-5p,hsa-miR-1255b-5p,treatment
human_1,human,1,D09,D,9,hsa-miR-1227-3p,hsa-miR-1227-3p,treatment
human_1,human,1,D10,D,10,hsa-miR-1227-3p,hsa-miR-1227-3p,treatment
human_1,human,1,D11,D,11,hsa-miR-1229-3p,hsa-miR-1229-3p,treatment
human_1,human,1,D12,D,12,hsa-miR-1229-3p,hsa-miR-1229-3p,treatment
human_1,human,1,D13,D,13,hsa-miR-1270,hsa-miR-1270,treatment
human_1,human,1,D14,D,14,hsa-miR-1270,hsa-miR-1270,treatment
human_1,human,1,D15,D,15,hsa-miR-148b-3p,hsa-miR-148b-3p,treatment
human_1,human,1,D16,D,16,hsa-miR-148b-3p,hsa-miR-148b-3p,treatment
human_1,human,1,D17,D,17,hsa-miR-451a,hsa-miR-451a,treatment
human_1,human,1,D18,D,18,hsa-miR-451a,hsa-miR-451a,treatment
human_1,human,1,D19,D,19,hsa-miR-379-5p,hsa-miR-379-5p,treatment
human_1,human,1,D20,D,20,hsa-miR-379-5p,hsa-miR-379-5p,treatment
human_1,human,1,D21,D,21,hsa-miR-218-5p,hsa-miR-218-5p,treatment
human_1,human,1,D22,D,22,hsa-miR-218-5p,hsa-miR-218-5p,treatment
human_1,human,1,D23,D,23,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_1,human,1,D24,D,24,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_1,human,1,E01,E,1,hsa-miR-221-3p,hsa-miR-221-3p,treatment
human_1,human,1,E02,E,2,hsa-miR-221-3p,hsa-miR-221-3p,treatment
human_1,human,1,E03,E,3,hsa-miR-1271-5p,hsa-miR-1271-5p,treatment
human_1,human,1,E04,E,4,hsa-miR-1271-5p,hsa-miR-1271-5p,treatment
human_1,human,1,E05,E,5,hsa-miR-1272,hsa-miR-1272,treatment
human_1,human,1,E06,E,6,hsa-miR-1272,hsa-miR-1272,treatment
human_1,human,1,E07,E,7,hsa-miR-1273a,hsa-miR-1273a,treatment
human_1,human,1,E08,E,8,hsa-miR-1273a,hsa-miR-1273a,treatment
human_1,human,1,E09,E,9,hsa-miR-1224-5p,hsa-miR-1224-5p,treatment
human_1,human,1,E10,E,10,hsa-miR-1224-5p,hsa-miR-1224-5p,treatment
human_1,human,1,E11,E,11,hsa-miR-1202,hsa-miR-1202,treatment
human_1,human,1,E12,E,12,hsa-miR-1202,hsa-miR-1202,treatment
human_1,human,1,E13,E,13,hsa-miR-212-3p,hsa-miR-212-3p,treatment
human_1,human,1,E14,E,14,hsa-miR-212-3p,hsa-miR-212-3p,treatment
human_1,human,1,E15,E,15,hsa-miR-517-5p,hsa-miR-517-5p,treatment
human_1,human,1,E16,E,16,hsa-miR-517-5p,hsa-miR-517-5p,treatment
human_1,human,1,E17,E,17,hsa-miR-383-5p,hsa-miR-383-5p,treatment
human_1,human,1,E18,E,18,hsa-miR-383-5p,hsa-miR-383-5p,treatment
human_1,human,1,E19,E,19,hsa-miR-520g-3p,hsa-miR-520g-3p,treatment
human_1,human,1,E20,E,20,hsa-miR-520g-3p,hsa-miR-520g-3p,treatment
human_1,human,1,E21,E,21,hsa-miR-503-5p,hsa-miR-503-5p,treatment
human_1,human,1,E22,E,22,hsa-miR-503-5p,hsa-miR-503-5p,treatment
human_1,human,1,E23,E,23,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_1,human,1,E24,E,24,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_1,human,1,F01,F,1,hsa-miR-181a-3p,hsa-miR-181a-3p,treatment
human_1,human,1,F02,F,2,hsa-miR-181a-3p,hsa-miR-181a-3p,treatment
human_1,human,1,F03,F,3,hsa-miR-520a-3p,hsa-miR-520a-3p,treatment
human_1,human,1,F04,F,4,hsa-miR-520a-3p,hsa-miR-520a-3p,treatment
human_1,human,1,F05,F,5,hsa-miR-127-3p,hsa-miR-127-3p,treatment
human_1,human,1,F06,F,6,hsa-miR-127-3p,hsa-miR-127-3p,treatment
human_1,human,1,F07,F,7,hsa-miR-206,hsa-miR-206,treatment
human_1,human,1,F08,F,8,hsa-miR-206,hsa-miR-206,treatment
human_1,human,1,F09,F,9,hsa-miR-181a-5p,hsa-miR-181a-5p,treatment
human_1,human,1,F10,F,10,hsa-miR-181a-5p,hsa-miR-181a-5p,treatment
human_1,human,1,F11,F,11,hsa-miR-98-5p,hsa-miR-98-5p,treatment
human_1,human,1,F12,F,12,hsa-miR-98-5p,hsa-miR-98-5p,treatment
human_1,human,1,F13,F,13,hsa-miR-7-1-3p,hsa-miR-7-1-3p,treatment
human_1,human,1,F14,F,14,hsa-miR-7-1-3p,hsa-miR-7-1-3p,treatment
human_1,human,1,F15,F,15,hsa-miR-329-3p,hsa-miR-329-3p,treatment
human_1,human,1,F16,F,16,hsa-miR-329-3p,hsa-miR-329-3p,treatment
human_1,human,1,F17,F,17,hsa-miR-18b-5p,hsa-miR-18b-5p,treatment
human_1,human,1,F18,F,18,hsa-miR-18b-5p,hsa-miR-18b-5p,treatment
human_1,human,1,F19,F,19,hsa-miR-497-5p,hsa-miR-497-5p,treatment
human_1,human,1,F20,F,20,hsa-miR-497-5p,hsa-miR-497-5p,treatment
human_1,human,1,F21,F,21,hsa-miR-200b-3p,hsa-miR-200b-3p,treatment
human_1,human,1,F22,F,22,hsa-miR-200b-3p,hsa-miR-200b-3p,treatment
human_1,human,1,F23,F,23,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_1,human,1,F24,F,24,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_1,human,1,G01,G,1,hsa-miR-507,hsa-miR-507,treatment
human_1,human,1,G02,G,2,hsa-miR-507,hsa-miR-507,treatment
human_1,human,1,G03,G,3,hsa-miR-210-3p,hsa-miR-210-3p,treatment
human_1,human,1,G04,G,4,hsa-miR-210-3p,hsa-miR-210-3p,treatment
human_1,human,1,G05,G,5,hsa-miR-448,hsa-miR-448,treatment
human_1,human,1,G06,G,6,hsa-miR-448,hsa-miR-448,treatment
human_1,human,1,G07,G,7,hsa-miR-455-5p,hsa-miR-455-5p,treatment
human_1,human,1,G08,G,8,hsa-miR-455-5p,hsa-miR-455-5p,treatment
human_1,human,1,G09,G,9,hsa-miR-3161,hsa-miR-3161,treatment
human_1,human,1,G10,G,10,hsa-miR-3161,hsa-miR-3161,treatment
human_1,human,1,G11,G,11,hsa-miR-544b,hsa-miR-544b,treatment
human_1,human,1,G12,G,12,hsa-miR-544b,hsa-miR-544b,treatment
human_1,human,1,G13,G,13,hsa-miR-3128,hsa-miR-3128,treatment
human_1,human,1,G14,G,14,hsa-miR-3128,hsa-miR-3128,treatment
human_1,human,1,G15,G,15,hsa-miR-3163,hsa-miR-3163,treatment
human_1,human,1,G16,G,16,hsa-miR-3163,hsa-miR-3163,treatment
human_1,human,1,G17,G,17,hsa-miR-1273c,hsa-miR-1273c,treatment
human_1,human,1,G18,G,18,hsa-miR-1273c,hsa-miR-1273c,treatment
human_1,human,1,G19,G,19,hsa-miR-4254,hsa-miR-4254,treatment
human_1,human,1,G20,G,20,hsa-miR-4254,hsa-miR-4254,treatment
human_1,human,1,G21,G,21,hsa-miR-3136-5p,hsa-miR-3136-5p,treatment
human_1,human,1,G22,G,22,hsa-miR-3136-5p,hsa-miR-3136-5p,treatment
human_1,human,1,G23,G,23,Cell Death siRNA,control_cell_death,cell_death
human_1,human,1,G24,G,24,Cell Death siRNA,control_cell_death,cell_death
human_1,human,1,H01,H,1,hsa-miR-3612,hsa-miR-3612,treatment
human_1,human,1,H02,H,2,hsa-miR-3612,hsa-miR-3612,treatment
human_1,human,1,H03,H,3,hsa-miR-3923,hsa-miR-3923,treatment
human_1,human,1,H04,H,4,hsa-miR-3923,hsa-miR-3923,treatment
human_1,human,1,H05,H,5,hsa-miR-3683,hsa-miR-3683,treatment
human_1,human,1,H06,H,6,hsa-miR-3683,hsa-miR-3683,treatment
human_1,human,1,H07,H,7,hsa-miR-216a-5p,hsa-miR-216a-5p,treatment
human_1,human,1,H08,H,8,hsa-miR-216a-5p,hsa-miR-216a-5p,treatment
human_1,human,1,H09,H,9,hsa-miR-199b-5p,hsa-miR-199b-5p,treatment
human_1,human,1,H10,H,10,hsa-miR-199b-5p,hsa-miR-199b-5p,treatment
human_1,human,1,H11,H,11,hsa-miR-302c-3p,hsa-miR-302c-3p,treatment
human_1,human,1,H12,H,12,hsa-miR-302c-3p,hsa-miR-302c-3p,treatment
human_1,human,1,H13,H,13,hsa-miR-525-5p,hsa-miR-525-5p,treatment
human_1,human,1,H14,H,14,hsa-miR-525-5p,hsa-miR-525-5p,treatment
human_1,human,1,H15,H,15,hsa-miR-384,hsa-miR-384,treatment
human_1,human,1,H16,H,16,hsa-miR-384,hsa-miR-384,treatment
human_1,human,1,H17,H,17,hsa-miR-30a-3p,hsa-miR-30a-3p,treatment
human_1,human,1,H18,H,18,hsa-miR-30a-3p,hsa-miR-30a-3p,treatment
human_1,human,1,H19,H,19,hsa-miR-191-3p,hsa-miR-191-3p,treatment
human_1,human,1,H20,H,20,hsa-miR-191-3p,hsa-miR-191-3p,treatment
human_1,human,1,H21,H,21,hsa-miR-19b-3p,hsa-miR-19b-3p,treatment
human_1,human,1,H22,H,22,hsa-miR-19b-3p,hsa-miR-19b-3p,treatment
human_1,human,1,H23,H,23,Cell Death siRNA,control_cell_death,cell_death
human_1,human,1,H24,H,24,Cell Death siRNA,control_cell_death,cell_death
human_1,human,1,I01,I,1,hsa-miR-187-3p,hsa-miR-187-3p,treatment
human_1,human,1,I02,I,2,hsa-miR-187-3p,hsa-miR-187-3p,treatment
human_1,human,1,I03,I,3,hsa-miR-487a-3p,hsa-miR-487a-3p,treatment
human_1,human,1,I04,I,4,hsa-miR-487a-3p,hsa-miR-487a-3p,treatment
human_1,human,1,I05,I,5,hsa-miR-323a-3p,hsa-miR-323a-3p,treatment
human_1,human,1,I06,I,6,hsa-miR-323a-3p,hsa-miR-323a-3p,treatment
human_1,human,1,I07,I,7,hsa-miR-19a-5p,hsa-miR-19a-5p,treatment
human_1,human,1,I08,I,8,hsa-miR-19a-5p,hsa-miR-19a-5p,treatment
human_1,human,1,I09,I,9,hsa-miR-624-3p,hsa-miR-624-3p,treatment
human_1,human,1,I10,I,10,hsa-miR-624-3p,hsa-miR-624-3p,treatment
human_1,human,1,I11,I,11,hsa-miR-29b-1-5p,hsa-miR-29b-1-5p,treatment
human_1,human,1,I12,I,12,hsa-miR-29b-1-5p,hsa-miR-29b-1-5p,treatment
human_1,human,1,I13,I,13,hsa-miR-30b-3p,hsa-miR-30b-3p,treatment
human_1,human,1,I14,I,14,hsa-miR-30b-3p,hsa-miR-30b-3p,treatment
human_1,human,1,I15,I,15,hsa-miR-181b-5p,hsa-miR-181b-5p,treatment
human_1,human,1,I16,I,16,hsa-miR-181b-5p,hsa-miR-181b-5p,treatment
human_1,human,1,I17,I,17,hsa-miR-409-3p,hsa-miR-409-3p,treatment
human_1,human,1,I18,I,18,hsa-miR-409-3p,hsa-miR-409-3p,treatment
human_1,human,1,I19,I,19,hsa-miR-19b-2-5p,hsa-miR-19b-2-5p,treatment
human_1,human,1,I20,I,20,hsa-miR-19b-2-5p,hsa-miR-19b-2-5p,treatment
human_1,human,1,I21,I,21,hsa-miR-518c-3p,hsa-miR-518c-3p,treatment
human_1,human,1,I22,I,22,hsa-miR-518c-3p,hsa-miR-518c-3p,treatment
human_1,human,1,I23,I,23,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_1,human,1,I24,I,24,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_1,human,1,J01,J,1,hsa-miR-29a-5p,hsa-miR-29a-5p,treatment
human_1,human,1,J02,J,2,hsa-miR-29a-5p,hsa-miR-29a-5p,treatment
human_1,human,1,J03,J,3,hsa-miR-6764-3p,hsa-miR-6764-3p,treatment
human_1,human,1,J04,J,4,hsa-miR-6764-3p,hsa-miR-6764-3p,treatment
human_1,human,1,J05,J,5,hsa-miR-6874-3p,hsa-miR-6874-3p,treatment
human_1,human,1,J06,J,6,hsa-miR-6874-3p,hsa-miR-6874-3p,treatment
human_1,human,1,J07,J,7,hsa-miR-6830-5p,hsa-miR-6830-5p,treatment
human_1,human,1,J08,J,8,hsa-miR-6830-5p,hsa-miR-6830-5p,treatment
human_1,human,1,J09,J,9,hsa-miR-6766-3p,hsa-miR-6766-3p,treatment
human_1,human,1,J10,J,10,hsa-miR-6766-3p,hsa-miR-6766-3p,treatment
human_1,human,1,J11,J,11,hsa-miR-6760-3p,hsa-miR-6760-3p,treatment
human_1,human,1,J12,J,12,hsa-miR-6760-3p,hsa-miR-6760-3p,treatment
human_1,human,1,J13,J,13,hsa-miR-6784-5p,hsa-miR-6784-5p,treatment
human_1,human,1,J14,J,14,hsa-miR-6784-5p,hsa-miR-6784-5p,treatment
human_1,human,1,J15,J,15,hsa-miR-6768-5p,hsa-miR-6768-5p,treatment
human_1,human,1,J16,J,16,hsa-miR-6768-5p,hsa-miR-6768-5p,treatment
human_1,human,1,J17,J,17,hsa-miR-6816-5p,hsa-miR-6816-5p,treatment
human_1,human,1,J18,J,18,hsa-miR-6816-5p,hsa-miR-6816-5p,treatment
human_1,human,1,J19,J,19,hsa-miR-6821-3p,hsa-miR-6821-3p,treatment
human_1,human,1,J20,J,20,hsa-miR-6821-3p,hsa-miR-6821-3p,treatment
human_1,human,1,J21,J,21,hsa-miR-7855-5p,hsa-miR-7855-5p,treatment
human_1,human,1,J22,J,22,hsa-miR-7855-5p,hsa-miR-7855-5p,treatment
human_1,human,1,J23,J,23,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_1,human,1,J24,J,24,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_1,human,1,K01,K,1,hsa-miR-1249-5p,hsa-miR-1249-5p,treatment
human_1,human,1,K02,K,2,hsa-miR-1249-5p,hsa-miR-1249-5p,treatment
human_1,human,1,K03,K,3,hsa-miR-8485,hsa-miR-8485,treatment
human_1,human,1,K04,K,4,hsa-miR-8485,hsa-miR-8485,treatment
human_1,human,1,K05,K,5,hsa-miR-548bb-5p,hsa-miR-548bb-5p,treatment
human_1,human,1,K06,K,6,hsa-miR-548bb-5p,hsa-miR-548bb-5p,treatment
human_1,human,1,K07,K,7,hsa-miR-181b-2-3p,hsa-miR-181b-2-3p,treatment
human_1,human,1,K08,K,8,hsa-miR-181b-2-3p,hsa-miR-181b-2-3p,treatment
human_1,human,1,K09,K,9,hsa-miR-301b-5p,hsa-miR-301b-5p,treatment
human_1,human,1,K10,K,10,hsa-miR-301b-5p,hsa-miR-301b-5p,treatment
human_1,human,1,K11,K,11,hsa-miR-1275,hsa-miR-1275,treatment
human_1,human,1,K12,K,12,hsa-miR-1275,hsa-miR-1275,treatment
human_1,human,1,K13,K,13,hsa-miR-1231,hsa-miR-1231,treatment
human_1,human,1,K14,K,14,hsa-miR-1231,hsa-miR-1231,treatment
human_1,human,1,K15,K,15,hsa-miR-302e,hsa-miR-302e,treatment
human_1,human,1,K16,K,16,hsa-miR-302e,hsa-miR-302e,treatment
human_1,human,1,K17,K,17,hsa-miR-1277-3p,hsa-miR-1277-3p,treatment
human_1,human,1,K18,K,18,hsa-miR-1277-3p,hsa-miR-1277-3p,treatment
human_1,human,1,K19,K,19,hsa-miR-1197,hsa-miR-1197,treatment
human_1,human,1,K20,K,20,hsa-miR-1197,hsa-miR-1197,treatment
human_1,human,1,K21,K,21,hsa-miR-664a-3p,hsa-miR-664a-3p,treatment
human_1,human,1,K22,K,22,hsa-miR-664a-3p,hsa-miR-664a-3p,treatment
human_1,human,1,K23,K,23,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_1,human,1,K24,K,24,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_1,human,1,L01,L,1,hsa-miR-1226-3p,hsa-miR-1226-3p,treatment
human_1,human,1,L02,L,2,hsa-miR-1226-3p,hsa-miR-1226-3p,treatment
human_1,human,1,L03,L,3,hsa-miR-1207-3p,hsa-miR-1207-3p,treatment
human_1,human,1,L04,L,4,hsa-miR-1207-3p,hsa-miR-1207-3p,treatment
human_1,human,1,L05,L,5,hsa-miR-1825,hsa-miR-1825,treatment
human_1,human,1,L06,L,6,hsa-miR-1825,hsa-miR-1825,treatment
human_1,human,1,L07,L,7,hsa-miR-1237-3p,hsa-miR-1237-3p,treatment
human_1,human,1,L08,L,8,hsa-miR-1237-3p,hsa-miR-1237-3p,treatment
human_1,human,1,L09,L,9,hsa-miR-1234-3p,hsa-miR-1234-3p,treatment
human_1,human,1,L10,L,10,hsa-miR-1234-3p,hsa-miR-1234-3p,treatment
human_1,human,1,L11,L,11,hsa-miR-1282,hsa-miR-1282,treatment
human_1,human,1,L12,L,12,hsa-miR-1282,hsa-miR-1282,treatment
human_1,human,1,L13,L,13,hsa-miR-1284,hsa-miR-1284,treatment
human_1,human,1,L14,L,14,hsa-miR-1284,hsa-miR-1284,treatment
human_1,human,1,L15,L,15,hsa-miR-1285-3p,hsa-miR-1285-3p,treatment
human_1,human,1,L16,L,16,hsa-miR-1285-3p,hsa-miR-1285-3p,treatment
human_1,human,1,L17,L,17,hsa-miR-1233-3p,hsa-miR-1233-3p,treatment
human_1,human,1,L18,L,18,hsa-miR-1233-3p,hsa-miR-1233-3p,treatment
human_1,human,1,L19,L,19,hsa-miR-1286,hsa-miR-1286,treatment
human_1,human,1,L20,L,20,hsa-miR-1286,hsa-miR-1286,treatment
human_1,human,1,L21,L,21,hsa-miR-1288-3p,hsa-miR-1288-3p,treatment
human_1,human,1,L22,L,22,hsa-miR-1288-3p,hsa-miR-1288-3p,treatment
human_1,human,1,L23,L,23,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_1,human,1,L24,L,24,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_1,human,1,M01,M,1,hsa-miR-1290,hsa-miR-1290,treatment
human_1,human,1,M02,M,2,hsa-miR-1290,hsa-miR-1290,treatment
human_1,human,1,M03,M,3,hsa-miR-1291,hsa-miR-1291,treatment
human_1,human,1,M04,M,4,hsa-miR-1291,hsa-miR-1291,treatment
human_1,human,1,M05,M,5,hsa-miR-1293,hsa-miR-1293,treatment
human_1,human,1,M06,M,6,hsa-miR-1293,hsa-miR-1293,treatment
human_1,human,1,M07,M,7,hsa-miR-1206,hsa-miR-1206,treatment
human_1,human,1,M08,M,8,hsa-miR-1206,hsa-miR-1206,treatment
human_1,human,1,M09,M,9,hsa-miR-1296-5p,hsa-miR-1296-5p,treatment
human_1,human,1,M10,M,10,hsa-miR-1296-5p,hsa-miR-1296-5p,treatment
human_1,human,1,M11,M,11,hsa-miR-513b-5p,hsa-miR-513b-5p,treatment
human_1,human,1,M12,M,12,hsa-miR-513b-5p,hsa-miR-513b-5p,treatment
human_1,human,1,M13,M,13,hsa-miR-513c-5p,hsa-miR-513c-5p,treatment
human_1,human,1,M14,M,14,hsa-miR-513c-5p,hsa-miR-513c-5p,treatment
human_1,human,1,M15,M,15,hsa-miR-1301-3p,hsa-miR-1301-3p,treatment
human_1,human,1,M16,M,16,hsa-miR-1301-3p,hsa-miR-1301-3p,treatment
human_1,human,1,M17,M,17,hsa-miR-1302,hsa-miR-1302,treatment
human_1,human,1,M18,M,18,hsa-miR-1302,hsa-miR-1302,treatment
human_1,human,1,M19,M,19,hsa-miR-1180-3p,hsa-miR-1180-3p,treatment
human_1,human,1,M20,M,20,hsa-miR-1180-3p,hsa-miR-1180-3p,treatment
human_1,human,1,M21,M,21,hsa-miR-1305,hsa-miR-1305,treatment
human_1,human,1,M22,M,22,hsa-miR-1305,hsa-miR-1305,treatment
human_1,human,1,M23,M,23,Tr Reagent + Rotenone 0.005uM,control_tr_rotenone,tr_rotenone
human_1,human,1,M24,M,24,Tr Reagent + Rotenone 0.005uM,control_tr_rotenone,tr_rotenone
human_1,human,1,N01,N,1,hsa-miR-1468-5p,hsa-miR-1468-5p,treatment
human_1,human,1,N02,N,2,hsa-miR-1468-5p,hsa-miR-1468-5p,treatment
human_1,human,1,N03,N,3,hsa-miR-1911-3p,hsa-miR-1911-3p,treatment
human_1,human,1,N04,N,4,hsa-miR-1911-3p,hsa-miR-1911-3p,treatment
human_1,human,1,N05,N,5,hsa-miR-103b,hsa-miR-103b,treatment
human_1,human,1,N06,N,6,hsa-miR-103b,hsa-miR-103b,treatment
human_1,human,1,N07,N,7,hsa-miR-1539,hsa-miR-1539,treatment
human_1,human,1,N08,N,8,hsa-miR-1539,hsa-miR-1539,treatment
human_1,human,1,N09,N,9,hsa-miR-1909-3p,hsa-miR-1909-3p,treatment
human_1,human,1,N10,N,10,hsa-miR-1909-3p,hsa-miR-1909-3p,treatment
human_1,human,1,N11,N,11,hsa-miR-675-3p,hsa-miR-675-3p,treatment
human_1,human,1,N12,N,12,hsa-miR-675-3p,hsa-miR-675-3p,treatment
human_1,human,1,N13,N,13,hsa-miR-1910-5p,hsa-miR-1910-5p,treatment
